-1 -1 -1 5 -1 -1 16 -1 -1 -1 -1 -1 -1 16 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 15 15 15 -1 -1 -1 -1 15 15 15 -1 5 -1 -1 -1
-1 5 -1 -1 15 -1 -1 -1 15 -1 -1 15 -1 -1 -1 -1 -1 5 -1 -1
-1 -1 -1 15 -1 -1 -1 -1 -1 15 15 -1 -1 -1 -1 -1 15 -1 -1 -1
-1 -1 15 -1 -1 -1 -1 -1 -1 -1 35 5 -1 -1 -1 -1 -1 15 -1 -1
11 -1 15 -1 -1 -1 29 -1 -1 -1 -1 -1 -1 29 -1 -1 -1 15 -1 -1
-1 -1 15 -1 -1 -1 -1 -1 35 -1 -1 -1 -1 -1 -1 11 -1 15 -1 -1
-1 -1 -1 15 -1 -1 -1 -1 -1 29 -1 -1 -1 29 -1 -1 15 -1 -1 -1
-1 11 -1 -1 15 -1 -1 -1 -1 -1 35 -1 -1 -1 -1 15 -1 -1 -1 5
-1 -1 -1 -1 -1 15 -1 -1 -1 -1 -1 -1 -1 -1 15 -1 -1 -1 -1 -1
-1 -1 5 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 15 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 15 -1 11 -1 -1 15 -1 -1 -1 -1 -1 5 -1
-1 5 -1 -1 -1 -1 -1 -1 15 -1 -1 15 -1 -1 -1 5 -1 -1 -1 -1
-1 -1 -1 -1 -1 5 -1 -1 -1 15 15 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 16 16 -1 -1 -1 5 -1 -1 -1 -1 -1
