-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 18 19 20 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 24 25 26 -1 -1 -1 -1 18 19 20 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 24 25 22 19 20 -1 -1 24 25 26 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 24 25 25 25 26 18 19 21 25 26 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 30 31 27 25 22 21 25 25 25 26 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 24 25 25 25 28 27 25 26 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 30 31 27 25 26 30 31 32 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 24 25 26 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 30 31 32 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
